County,Cases,Deaths
Acadia,257,12
Allen,118,10
Ascension,760,50
Assumption,230,11
Avoyelles,93,9
Beauregard,52,4
Bienville,84,20
Bossier,346,24
Caddo,1898,155
Calcasieu,520,40
Caldwell,50,0
Cameron,3,0
Catahoula,106,3
Claiborne,58,10
Concordia,57,5
De Soto,224,16
East Baton Rouge,3056,216
East Carroll,37,0
East Feliciana,177,23
Evangeline,66,1
Franklin,273,8
Grant,22,1
Iberia,355,33
Iberville,527,38
Jackson,70,10
Jefferson,7059,430
Jefferson Davis,70,6
La Salle,40,0
Lafayette,598,23
Lafourche,744,64
Lincoln,121,13
Livingston,350,25
Madison,24,0
Morehouse,93,5
Natchitoches,103,12
Orleans,6822,495
Ouachita,956,31
Out of State,0,0
Parish Under Investigation,72,0
Plaquemines,194,16
Pointe Coupee,169,20
Rapides,499,14
Red River,43,6
Richland,107,1
Sabine,29,0
St. Bernard,513,19
St. Charles,615,42
St. Helena,41,1
St. James,284,23
St. John the Baptist,830,77
St. Landry,235,51
St. Martin,274,22
St. Mary,275,29
St. Tammany,1544,147
Tangipahoa,732,30
Tensas,5,0
Terrebonne,590,43
Union,243,14
Vermilion,45,3
Vernon,21,2
Washington,370,32
Webster,117,5
West Baton Rouge,148,30
West Carroll,18,0
West Feliciana,188,8
Winn,89,2
Total,34709,2440
