County,Cases,Deaths
Acadia,289
Allen,182
Ascension,785
Assumption,238
Avoyelles,101
Beauregard,56
Bienville,136
Bossier,380
Caddo,2293
Calcasieu,567
Caldwell,51
Cameron,3
Catahoula,112
Claiborne,60
Concordia,69
De Soto,236
East Baton Rouge,3370
East Carroll,62
East Feliciana,184
Evangeline,87
Franklin,287
Grant,26
Iberia,388
Iberville,541
Jackson,82
Jefferson,7232
Jefferson Davis,73
La Salle,45
Lafayette,637
Lafourche,766
Lincoln,133
Livingston,366
Madison,54
Morehouse,110
Natchitoches,145
Orleans,6944
Ouachita,1041
Parish Under Investigation,78
Plaquemines,198
Pointe Coupee,182
Rapides,600
Red River,46
Richland,114
Sabine,39
St. Bernard,521
St. Charles,622
St. Helena,44
St. James,289
St. John the Baptist,838
St. Landry,247
St. Martin,288
St. Mary,294
St. Tammany,1609
Tangipahoa,782
Tensas,10
Terrebonne,623
Union,287
Vermilion,50
Vernon,23
Washington,389
Webster,128
West Baton Rouge,154
West Carroll,33
West Feliciana,194
Winn,112
15
10
54
11
9
4
21
25
171
43
0
0
3
10
5
16
227
0
27
1
10
1
36
40
11
432
7
0
23
65
14
26
0
5
13
500
35
0
16
22
20
6
2
0
21
43
1
25
77
52
22
29
155
32
0
48
16
3
3
37
5
30
0
8
2
Total,20465,25090
