County,Cases,Deaths
Acadia,136,10
Allen,90,9
Ascension,657,40
Assumption,202,6
Avoyelles,73,7
Beauregard,43,3
Bienville,78,14
Bossier,300,17
Caddo,1639,123
Calcasieu,470,34
Caldwell,40,0
Cameron,3,0
Catahoula,46,3
Claiborne,58,7
Concordia,41,4
De Soto,202,13
East Baton Rouge,2175,163
East Carroll,9,0
East Feliciana,131,16
Evangeline,63,1
Franklin,140,3
Grant,17,0
Iberia,274,23
Iberville,484,32
Jackson,48,3
Jefferson,6491,381
Jefferson Davis,65,6
La Salle,27,0
Lafayette,473,20
Lafourche,686,53
Lincoln,96,10
Livingston,247,18
Madison,8,0
Morehouse,55,4
Natchitoches,90,6
Orleans,6575,453
Ouachita,793,22
Out of State,0,0
Parish Under Investigation,63,0
Plaquemines,181,17
Pointe Coupee,114,17
Rapides,308,11
Red River,34,6
Richland,84,1
Sabine,17,1
St. Bernard,502,20
St. Charles,589,41
St. Helena,32,1
St. James,254,20
St. John the Baptist,782,75
St. Landry,198,47
St. Martin,247,19
St. Mary,212,23
St. Tammany,1369,118
Tangipahoa,605,23
Tensas,2,0
Terrebonne,469,32
Union,144,7
Vermilion,40,1
Vernon,17,2
Washington,292,23
Webster,95,4
West Baton Rouge,115,23
West Carroll,4,0
West Feliciana,156,4
Winn,46,2
Total,29996,2042
