County,Cases,Deaths
Acadia,262,12
Allen,157,10
Ascension,768,52
Assumption,233,11
Avoyelles,96,9
Beauregard,52,4
Bienville,84,20
Bossier,353,24
Caddo,1939,156
Calcasieu,521,42
Caldwell,50,0
Cameron,3,0
Catahoula,106,3
Claiborne,58,10
Concordia,57,5
De Soto,228,16
East Baton Rouge,3213,221
East Carroll,46,0
East Feliciana,179,27
Evangeline,67,1
Franklin,274,9
Grant,22,1
Iberia,359,35
Iberville,531,38
Jackson,76,10
Jefferson,7128,431
Jefferson Davis,71,6
La Salle,40,0
Lafayette,607,23
Lafourche,753,64
Lincoln,122,14
Livingston,358,26
Madison,33,0
Morehouse,94,5
Natchitoches,103,13
Orleans,6884,500
Ouachita,980,34
Out of State,0,0
Parish Under Investigation,72,0
Plaquemines,197,16
Pointe Coupee,179,21
Rapides,516,16
Red River,43,6
Richland,108,2
Sabine,31,0
St. Bernard,518,21
St. Charles,615,42
St. Helena,42,1
St. James,284,23
St. John the Baptist,832,77
St. Landry,237,52
St. Martin,275,22
St. Mary,281,29
St. Tammany,1572,151
Tangipahoa,752,30
Tensas,5,0
Terrebonne,594,44
Union,245,14
Vermilion,45,3
Vernon,21,2
Washington,376,36
Webster,119,5
West Baton Rouge,149,30
West Carroll,19,0
West Feliciana,192,8
Winn,90,2
Total,35316,2485
