County,Cases,Deaths
Acadia,130,10
Allen,90,9
Ascension,593,40
Assumption,182,6
Avoyelles,71,7
Beauregard,39,3
Bienville,77,13
Bossier,286,17
Caddo,1540,107
Calcasieu,389,29
Caldwell,18,0
Cameron,3,0
Catahoula,36,2
Claiborne,59,7
Concordia,38,4
De Soto,190,11
East Baton Rouge,1874,137
East Carroll,9,0
East Feliciana,122,14
Evangeline,49,1
Franklin,125,3
Grant,13,0
Iberia,257,21
Iberville,450,30
Jackson,34,2
Jefferson,6197,346
Jefferson Davis,62,6
La Salle,23,0
Lafayette,455,20
Lafourche,651,45
Lincoln,85,8
Livingston,197,15
Madison,7,0
Morehouse,52,4
Natchitoches,84,4
Orleans,6452,434
Ouachita,706,16
Out of State,0,0
Parish Under Investigation,61,0
Plaquemines,177,17
Pointe Coupee,99,15
Rapides,265,10
Red River,25,5
Richland,58,0
Sabine,17,1
St. Bernard,464,20
St. Charles,570,38
St. Helena,28,1
St. James,246,19
St. John the Baptist,768,69
St. Landry,180,42
St. Martin,232,17
St. Mary,191,20
St. Tammany,1220,110
Tangipahoa,553,22
Tensas,1,0
Terrebonne,437,32
Union,117,6
Vermilion,35,1
Vernon,16,2
Washington,262,18
Webster,85,4
West Baton Rouge,98,18
West Carroll,4,0
West Feliciana,115,2
Winn,32,2
Total,28001,1862
