County,Cases,Deaths
Allen,6,0
Anderson,8,0
Atchison,42,0
Barber,2,0
Barton,61,0
Bourbon,39,0
Brown,19,0
Butler,92,0
Chase,5,0
Chautauqua,5,0
Cherokee,47,0
Cheyenne,2,0
Clark,34,0
Clay,10,0
Cloud,26,0
Coffey,53,0
Comanche,3,0
Cowley,79,0
Crawford,301,0
Dickinson,15,0
Doniphan,27,0
Douglas,415,0
Edwards,8,0
Elk,1,0
Ellis,44,0
Ellsworth,11,0
Finney,1563,0
Ford,2028,0
Franklin,89,0
Geary,115,0
Gove,2,0
Graham,6,0
Grant,51,0
Gray,30,0
Greenwood,11,0
Hamilton,35,0
Harper,2,0
Harvey,66,0
Haskell,34,0
Hodgeman,9,0
Jackson,117,0
Jefferson,37,0
Jewell,4,0
Johnson,2804,0
Kearny,48,0
Kingman,4,0
Kiowa,3,0
Labette,66,0
Lane,5,0
Leavenworth,1232,0
Lincoln,1,0
Linn,17,0
Logan,1,0
Lyon,508,0
Marion,22,0
Marshall,2,0
McPherson,90,0
Meade,32,0
Miami,57,0
Mitchell,11,0
Montgomery,58,0
Morris,5,0
Morton,7,0
Nemaha,31,0
Neosho,39,0
Ness,4,0
Norton,13,0
Osage,28,0
Osborne,3,0
Ottawa,15,0
Pawnee,5,0
Phillips,28,0
Pottawatomie,89,0
Pratt,13,0
Reno,121,0
Republic,12,0
Rice,7,0
Riley,312,0
Rooks,9,0
Rush,3,0
Russell,1,0
Saline,192,0
Scott,17,0
Sedgwick,2074,0
Seward,1016,0
Shawnee,962,0
Sheridan,6,0
Sherman,7,0
Smith,3,0
Stafford,1,0
Stanton,12,0
Stevens,33,0
Sumner,26,0
Thomas,17,0
Trego,2,0
Wabaunsee,38,0
Washington,1,0
Wilson,4,0
Woodson,10,0
Wyandotte,2930,0
Total,18611,0
