County,Cases,Deaths
,34,0
Anderson,48,0
Atchison,218,0
Barber,4,0
Barton,280,0
Bourbon,112,0
County,80,0
Butler,697,0
Chase,78,0
Chautauqua,12,0
Cherokee,345,0
Cheyenne,9,0
Clark,49,0
Clay,37,0
Cloud,61,0
Coffey,96,0
Comanche,9,0
Cowley,283,0
Crawford,816,0
Decatur,6,0
Dickinson,81,0
Doniphan,80,0
Edwards,30,0
Elk,1,0
Ellis,659,0
Ellsworth,25,0
Franklin,278,0
Geary,351,0
Gove,18,0
Graham,25,0
County,148,0
Gray,99,0
Greeley,5,0
Greenwood,39,0
Hamilton,44,0
Harper,118,0
Harvey,313,0
Haskell,66,0
Hodgeman,16,0
Jackson,221,0
Jefferson,138,0
Jewell,14,0
County,80,0
Kingman,49,0
Kiowa,15,0
Labette,201,0
Lane,8,0
Lincoln,11,0
Linn,59,0
Logan,5,0
Lyon,895,0
Marion,84,0
Marshall,18,0
McPherson,216,0
Meade,75,0
Miami,285,0
Mitchell,38,0
Montgomery,276,0
Morris,24,0
Morton,12,0
Nemaha,63,0
Neosho,109,0
Ness,44,0
Norton,24,0
Osage,75,0
Osborne,6,0
Ottawa,48,0
Pawnee,262,0
Phillips,62,0
Pottawatomie,178,0
Pratt,51,0
Rawlins,1,0
Reno,872,0
Republic,39,0
Rice,47,0
Rooks,40,0
Rush,35,0
Russell,44,0
Saline,519,0
Scott,89,0
Sheridan,10,0
Sherman,19,0
Smith,5,0
Stafford,46,0
Stanton,46,0
Stevens,72,0
Sumner,154,0
Thomas,62,0
Trego,22,0
Wabaunsee,64,0
Wallace,10,0
County,14,0
Wichita,5,0
Wilson,32,0
Total,12,0
