County,Cases,Deaths
Allen,16,0
Anderson,27,0
Atchison,62,0
Barber,4,0
Barton,108,0
Bourbon,61,0
Brown,40,0
Butler,251,0
Chase,37,0
Chautauqua,5,0
Cherokee,83,0
Cheyenne,2,0
Clark,46,0
Clay,19,0
Cloud,30,0
Coffey,70,0
Comanche,3,0
Cowley,159,0
Crawford,392,0
Decatur,5,0
Dickinson,41,0
Doniphan,43,0
Douglas,700,0
Edwards,10,0
County,1,0
Ellis,138,0
Ellsworth,21,0
Finney,1694,0
Ford,2147,0
Franklin,177,0
Geary,185,0
Gove,3,0
Graham,17,0
Grant,82,0
Gray,70,0
Greeley,3,0
Greenwood,17,0
Hamilton,41,0
Harper,10,0
Harvey,190,0
Haskell,41,0
Hodgeman,11,0
Jackson,148,0
Jefferson,77,0
Jewell,10,0
Johnson,5434,0
Kearny,55,0
Kingman,12,0
Kiowa,7,0
Labette,118,0
Lane,5,0
County,1472,0
Lincoln,6,0
Linn,39,0
Logan,2,0
Lyon,654,0
Marion,56,0
Marshall,9,0
McPherson,143,0
Meade,50,0
Miami,133,0
Mitchell,27,0
Montgomery,152,0
Morris,11,0
Morton,9,0
Nemaha,48,0
Neosho,60,0
Ness,7,0
Norton,22,0
Osage,38,0
Osborne,4,0
Ottawa,32,0
Pawnee,8,0
Phillips,47,0
Pottawatomie,113,0
Pratt,33,0
Reno,251,0
Republic,31,0
Rice,32,0
Riley,428,0
Rooks,17,0
Rush,9,0
Russell,15,0
Saline,345,0
Scott,29,0
Sedgwick,4723,0
Seward,1138,0
Shawnee,1476,0
Sheridan,7,0
Sherman,15,0
Smith,3,0
Stafford,3,0
Stanton,30,0
Stevens,45,0
Sumner,98,0
Thomas,34,0
Trego,5,0
Wabaunsee,42,0
Washington,3,0
Wichita,4,0
Wilson,9,0
Woodson,11,0
Wyandotte,4811,0
