County,Cases,Deaths
Allen,22,0
Anderson,30,0
Atchison,83,0
Barber,4,0
Barton,149,0
Bourbon,78,0
Brown,47,0
Butler,333,0
Chase,46,0
Chautauqua,6,0
Cherokee,157,0
Cheyenne,5,0
Clark,45,0
Clay,22,0
Cloud,41,0
Coffey,70,0
Comanche,9,0
Cowley,182,0
Crawford,415,0
Decatur,5,0
Dickinson,47,0
Doniphan,46,0
Douglas,805,0
Edwards,16,0
Elk,1,0
Ellis,153,0
Ellsworth,21,0
Finney,1730,0
Ford,2206,0
Franklin,222,0
Geary,223,0
Gove,5,0
Graham,18,0
Grant,102,0
Gray,77,0
Greeley,4,0
Greenwood,23,0
Hamilton,43,0
Harper,21,0
Harvey,224,0
Haskell,49,0
Hodgeman,11,0
Jackson,164,0
Jefferson,89,0
Jewell,13,0
Johnson,6357,0
Kearny,66,0
Kingman,25,0
Kiowa,8,0
Labette,153,0
Lane,6,0
Leavenworth,1549,0
Lincoln,6,0
Linn,50,0
Logan,2,0
Lyon,703,0
Marion,59,0
Marshall,14,0
McPherson,164,0
Meade,59,0
Miami,152,0
Mitchell,28,0
Montgomery,168,0
Morris,13,0
Morton,10,0
Nemaha,50,0
Neosho,67,0
Ness,7,0
Norton,23,0
Osage,47,0
Osborne,4,0
Ottawa,37,0
Pawnee,63,0
Phillips,48,0
Pottawatomie,119,0
Pratt,35,0
Reno,418,0
Republic,31,0
Rice,39,0
Riley,451,0
Rooks,18,0
Rush,10,0
Russell,19,0
Saline,385,0
Scott,54,0
Sedgwick,5718,0
Seward,1189,0
Shawnee,1720,0
Sheridan,7,0
Sherman,17,0
Smith,3,0
Stafford,7,0
Stanton,40,0
Stevens,46,0
Sumner,104,0
Thomas,45,0
Trego,7,0
Wabaunsee,43,0
Washington,1,0
Wichita,4,0
Wilson,14,0
Woodson,12,0
Wyandotte,5329,0
Total,33885,0
