County,Cases,Deaths
Appling,204,13
Atkinson,76,2
Bacon,177,3
Baker,37,3
Baldwin,429,32
Banks,109,1
Barrow,388,23
Bartow,548,39
Ben Hill,105,1
Berrien,73,0
Bibb,542,36
Bleckley,54,1
Brantley,69,2
Brooks,98,11
Bryan,86,5
Bulloch,108,3
Burke,126,6
Butts,245,32
Calhoun,148,6
Camden,75,1
Candler,17,0
Carroll,614,37
Catoosa,234,0
Charlton,39,1
Chatham,636,31
Chattahoochee,252,0
Chattooga,36,2
Cherokee,1040,38
Clarke,348,15
Clay,52,2
Clayton,1440,72
Clinch,80,2
Cobb,3618,217
Coffee,346,14
Colquitt,679,17
Columbia,301,8
Cook,75,1
Coweta,515,12
Crawford,32,0
Crisp,242,10
Dade,48,1
Dawson,119,3
DeKalb,4355,148
Decatur,224,8
Dodge,56,2
Dooly,191,12
Dougherty,1839,150
Douglas,660,28
Early,255,31
Echols,161,0
Effingham,86,1
Elbert,86,0
Emanuel,53,2
Evans,8,0
Fannin,67,1
Fayette,261,15
Floyd,371,15
Forsyth,598,13
Franklin,140,1
Fulton,5157,290
Gilmer,170,1
Glascock,1,0
Glynn,190,3
Gordon,256,18
Grady,139,4
Greene,86,8
Gwinnett,5308,155
Habersham,596,31
Hall,2755,55
Hancock,202,30
Haralson,57,4
Harris,203,6
Hart,44,0
Heard,43,3
Henry,852,30
Houston,446,20
Irwin,38,1
Jackson,262,7
Jasper,56,1
Jeff Davis,55,2
Jefferson,56,1
Jenkins,45,6
Johnson,77,2
Jones,51,0
Lamar,79,5
Lanier,98,2
Laurens,118,1
Lee,374,22
Liberty,95,1
Lincoln,18,1
Long,24,1
Lowndes,651,4
Lumpkin,107,1
Macon,116,8
Madison,73,2
Marion,62,2
McDuffie,74,5
McIntosh,19,1
Meriwether,127,3
Miller,45,0
Mitchell,432,37
Monroe,131,14
Montgomery,21,0
Morgan,40,0
Murray,143,1
Muscogee,1022,28
Newton,420,11
Non-Georgia Resident,2909,37
Oconee,130,9
Oglethorpe,75,7
Paulding,408,13
Peach,91,8
Pickens,68,4
Pierce,131,4
Pike,70,3
Polk,165,1
Pulaski,46,2
Putnam,112,12
Quitman,14,1
Rabun,32,3
Randolph,191,22
Richmond,682,38
Rockdale,345,9
Schley,19,1
Screven,63,4
Seminole,48,2
Spalding,317,24
Stephens,153,5
Stewart,63,1
Sumter,512,50
Talbot,47,2
Taliaferro,2,0
Tattnall,56,0
Taylor,26,2
Telfair,54,2
Terrell,218,26
Thomas,364,33
Tift,423,22
Toombs,108,4
Towns,35,1
Treutlen,17,0
Troup,792,23
Turner,153,14
Twiggs,22,1
Union,54,3
Unknown,1551,5
Upson,295,40
Walker,225,2
Walton,327,23
Ware,286,14
Warren,20,0
Washington,76,1
Wayne,39,0
Webster,15,1
Wheeler,28,0
White,124,4
Whitfield,618,10
Wilcox,118,14
Wilkes,39,1
Wilkinson,73,7
Worth,260,21
Total,58414,2494
