County,Cases,Deaths
Appling,881,23
Atkinson,398,3
Bacon,511,8
Baker,72,3
Baldwin,1599,48
Banks,362,6
Barrow,1694,37
Bartow,2376,69
Ben Hill,610,12
Berrien,374,5
Bibb,5365,115
Bleckley,338,15
Brantley,301,8
Brooks,470,20
Bryan,840,9
Bulloch,1743,21
Burke,639,8
Butts,556,40
Calhoun,229,7
Camden,999,7
Candler,326,12
Carroll,2286,58
Catoosa,833,17
Charlton,555,5
Chatham,6935,120
Chattahoochee,1088,2
Chattooga,522,5
Cherokee,4720,76
Clarke,2737,26
Clay,112,2
Clayton,6366,132
Clinch,284,4
Cobb,16630,387
Coffee,1767,36
Colquitt,1736,26
Columbia,3085,44
Cook,505,10
Coweta,2201,26
Crawford,148,3
Crisp,459,15
Dade,189,3
Dawson,650,7
DeKalb,16368,296
Decatur,968,21
Dodge,308,6
Dooly,282,14
Dougherty,2962,178
Douglas,3123,62
Early,406,32
Echols,232,2
Effingham,1029,15
Elbert,447,1
Emanuel,719,22
Evans,356,5
Fannin,428,7
Fayette,1539,38
Floyd,2215,30
Forsyth,3015,32
Franklin,525,10
Fulton,24586,503
Gilmer,746,5
Glascock,35,2
Glynn,2985,70
Gordon,1492,29
Grady,642,10
Greene,428,15
Gwinnett,23972,324
Habersham,1309,62
Hall,7475,122
Hancock,355,39
Haralson,319,7
Harris,721,21
Hart,402,10
Heard,168,5
Henry,4335,73
Houston,2600,65
Irwin,210,4
Jackson,1427,25
Jasper,195,3
Jeff Davis,620,10
Jefferson,642,15
Jenkins,302,24
Johnson,309,13
Jones,451,5
Lamar,322,16
Lanier,247,5
Laurens,1305,42
Lee,656,24
Liberty,914,17
Lincoln,192,6
Long,176,2
Lowndes,3438,64
Lumpkin,676,12
Macon,203,10
Madison,527,8
Marion,166,6
McDuffie,503,12
McIntosh,240,5
Meriwether,477,9
Miller,209,0
Mitchell,700,44
Monroe,587,39
Montgomery,212,2
Morgan,410,2
Murray,699,3
Muscogee,5402,129
Newton,2252,59
Non-GA Resident/Unknown State,16055,119
Oconee,545,20
Oglethorpe,276,9
Paulding,2214,32
Peach,563,15
Pickens,506,6
Pierce,510,12
Pike,271,8
Polk,1189,15
Pulaski,200,7
Putnam,613,20
Quitman,33,1
Rabun,276,5
Randolph,310,27
Richmond,5916,120
Rockdale,1626,32
Schley,93,2
Screven,278,9
Seminole,282,8
Spalding,1152,48
Stephens,808,25
Stewart,353,11
Sumter,849,59
Talbot,154,5
Taliaferro,19,0
Tattnall,663,7
Taylor,134,6
Telfair,343,13
Terrell,318,31
Thomas,1377,47
Tift,1485,48
Toombs,1038,17
Towns,201,5
Treutlen,198,3
Troup,2570,84
Turner,276,19
Twiggs,166,6
Union,463,9
Unknown,2497,4
Upson,646,54
Walker,996,21
Walton,1440,47
Ware,1324,42
Warren,118,5
Washington,605,4
Wayne,946,24
Webster,38,2
Wheeler,143,5
White,492,12
Whitfield,3932,50
Wilcox,218,20
Wilkes,219,3
Wilkinson,287,14
Worth,496,26
Total,265372,5471
