County,Cases,Deaths
Arkansas,275,3
Ashley,387,7
Baxter,132,0
Benton,5238,48
Boone,309,2
Bradley,284,5
Calhoun,23,0
Carroll,455,7
Chicot,955,10
Clark,224,3
Clay,172,6
Cleburne,255,7
Cleveland,135,3
Columbia,290,14
Conway,200,3
Craighead,1772,15
Crawford,896,6
Crittenden,1624,30
Cross,261,5
Dallas,112,2
Desha,234,5
Drew,298,4
Faulkner,1640,8
Franklin,158,2
Fulton,66,0
Garland,1391,28
Grant,180,1
Greene,615,4
Hempstead,328,3
Hot Spring,1707,20
Howard,420,5
Independence,751,5
Izard,93,0
Jackson,181,1
Jefferson,2059,50
Johnson,753,4
Lafayette,66,2
Lawrence,245,10
Lee,1000,10
Lincoln,1529,13
Little River,276,14
Logan,360,1
Lonoke,689,4
Madison,290,2
Marion,44,0
Miller,597,6
Mississippi,1325,20
Monroe,92,0
Montgomery,76,3
Nevada,162,12
Newton,116,15
Ouachita,142,4
Perry,61,1
Phillips,396,9
Pike,170,1
Poinsett,465,6
Polk,220,4
Pope,1699,14
Prairie,114,0
Pulaski,6928,100
Randolph,303,12
Saline,1528,11
Scott,86,0
Searcy,94,0
Sebastian,2817,32
Sevier,1148,12
Sharp,149,5
St. Francis,1325,4
Stone,189,2
Union,683,20
Van Buren,112,2
Washington,6715,56
White,521,10
Woodruff,27,0
Yell,1136,23
Total,58768,756
