County,Cases,Deaths
Arkansas,429,9
Ashley,446,11
Baxter,351,2
Benton,6596,78
Boone,743,18
Bradley,343,7
Calhoun,36,0
Carroll,746,10
Chicot,1003,21
Clark,363,4
Clay,326,8
Cleburne,336,9
Cleveland,189,11
Columbia,512,18
Conway,282,3
Craighead,3186,23
Crawford,1532,14
Crittenden,1986,41
Cross,462,12
Dallas,169,5
Desha,314,6
Drew,350,6
Faulkner,2609,19
Franklin,315,2
Fulton,181,4
Garland,1998,48
Grant,268,2
Greene,916,15
Hempstead,388,4
Hot Spring,1944,26
Howard,476,12
Independence,1049,21
Izard,251,0
Jackson,339,2
Jefferson,3501,78
Johnson,877,7
Lafayette,117,2
Lawrence,454,13
Lee,1078,17
Lincoln,2084,15
Little River,354,22
Logan,444,1
Lonoke,1156,16
Madison,361,5
Marion,102,0
Miller,857,10
Mississippi,1735,42
Monroe,146,0
Montgomery,167,6
Nevada,222,12
Newton,242,16
Ouachita,270,7
Perry,93,0
Phillips,543,14
Pike,233,2
Poinsett,687,14
Polk,279,4
Pope,2218,32
Prairie,157,3
Pulaski,9521,146
Randolph,421,19
Saline,2165,22
Scott,114,1
Searcy,148,1
Sebastian,3911,55
Sevier,1197,19
Sharp,235,6
St. Francis,1560,6
Stone,365,15
Union,905,42
Van Buren,175,3
Washington,9243,103
White,860,25
Woodruff,55,0
Yell,1263,27
Total,81949,"1,299"
