County,Cases,Deaths
Arkansas,108,1
Ashley,125,3
Baxter,40,0
Benton,3789,25
Boone,74,1
Bradley,91,2
Calhoun,5,0
Carroll,262,6
Chicot,252,3
Clark,94,0
Clay,88,3
Cleburne,153,5
Cleveland,41,0
Columbia,132,5
Conway,111,3
Craighead,701,7
Crawford,347,3
Crittenden,929,14
Cross,113,1
Dallas,20,0
Desha,98,1
Drew,111,2
Faulkner,888,4
Franklin,37,1
Fulton,20,0
Garland,442,5
Grant,77,0
Greene,168,0
Hempstead,112,1
Hot Spring,1344,2
Howard,167,1
Independence,107,0
Izard,28,1
Jackson,44,0
Jefferson,969,30
Johnson,476,0
Lafayette,36,2
Lawrence,133,9
Lee,859,6
Lincoln,1118,11
Little River,60,1
Logan,103,0
Lonoke,246,2
Madison,227,1
Marion,15,0
Miller,329,2
Mississippi,401,5
Monroe,29,0
Montgomery,12,0
Nevada,116,6
Newton,14,0
Ouachita,44,1
Perry,39,0
Phillips,205,6
Pike,30,0
Poinsett,90,3
Polk,101,0
Pope,817,4
Prairie,44,0
Pulaski,3578,69
Randolph,94,2
Saline,578,3
Scott,19,0
Searcy,18,0
Sebastian,1102,9
Sevier,846,9
Sharp,79,5
St. Francis,942,3
Stone,27,1
Union,305,14
Van Buren,38,2
Washington,5059,37
White,168,2
Woodruff,17,0
Yell,909,12
Total,31410,357
