County,Cases,Deaths
Arkansas,46,0
Ashley,83,2
Baxter,25,0
Benton,3164,21
Boone,30,1
Bradley,56,2
Calhoun,2,0
Carroll,200,5
Chicot,189,3
Clark,61,0
Clay,73,3
Cleburne,119,4
Cleveland,31,0
Columbia,100,4
Conway,82,3
Craighead,498,7
Crawford,227,1
Crittenden,799,13
Cross,90,1
Dallas,11,0
Desha,66,1
Drew,80,2
Faulkner,648,3
Franklin,27,1
Fulton,16,0
Garland,300,2
Grant,51,0
Greene,134,0
Hempstead,69,1
Hot Spring,649,1
Howard,115,1
Independence,61,0
Izard,24,1
Jackson,37,0
Jefferson,784,28
Johnson,307,0
Lafayette,23,2
Lawrence,107,9
Lee,815,3
Lincoln,1044,11
Little River,40,0
Logan,64,0
Lonoke,180,1
Madison,214,0
Marion,12,0
Miller,233,2
Mississippi,265,3
Monroe,17,0
Montgomery,7,0
Nevada,106,3
Newton,7,0
Ouachita,28,0
Perry,32,0
Phillips,160,5
Pike,12,0
Poinsett,64,3
Polk,81,0
Pope,562,4
Prairie,25,0
Pulaski,2611,62
Randolph,59,1
Saline,399,3
Scott,14,0
Searcy,13,0
Sebastian,649,7
Sevier,769,9
Sharp,58,5
St. Francis,894,3
Stone,19,1
Union,264,13
Van Buren,36,2
Washington,4266,35
White,107,2
Woodruff,8,0
Yell,783,5
Total,24301,305
