County,Cases,Deaths
Arkansas,227,1
Ashley,330,5
Baxter,73,0
Benton,4805,43
Boone,214,2
Bradley,207,4
Calhoun,17,0
Carroll,379,7
Chicot,736,9
Clark,177,1
Clay,138,4
Cleburne,202,5
Cleveland,103,2
Columbia,220,12
Conway,153,3
Craighead,1389,12
Crawford,648,4
Crittenden,1381,23
Cross,208,4
Dallas,64,1
Desha,201,2
Drew,217,3
Faulkner,1330,6
Franklin,128,2
Fulton,44,0
Garland,1071,17
Grant,140,0
Greene,492,2
Hempstead,249,2
Hot Spring,1557,12
Howard,355,4
Independence,550,1
Izard,53,1
Jackson,117,1
Jefferson,1584,40
Johnson,672,2
Lafayette,56,2
Lawrence,217,9
Lee,896,8
Lincoln,1224,12
Little River,185,1
Logan,277,1
Lonoke,531,2
Madison,270,2
Marion,29,0
Miller,518,5
Mississippi,1044,14
Monroe,64,0
Montgomery,38,1
Nevada,143,9
Newton,106,10
Ouachita,105,2
Perry,55,0
Phillips,329,9
Pike,111,1
Poinsett,292,3
Polk,150,1
Pope,1333,10
Prairie,100,0
Pulaski,5706,86
Randolph,222,4
Saline,1113,7
Scott,66,0
Searcy,33,0
Sebastian,2250,20
Sevier,996,10
Sharp,114,5
St. Francis,1226,3
Stone,69,1
Union,508,18
Van Buren,53,2
Washington,6321,52
White,328,2
Woodruff,22,0
Yell,1069,17
Total,48600,566
