County,Cases,Deaths
Arkansas,19,0
Ashley,56,1
Baxter,15,0
Benton,2087,13
Boone,13,0
Bradley,38,2
Calhoun,0,0
Carroll,136,4
Chicot,88,2
Clark,53,0
Clay,46,2
Cleburne,77,4
Cleveland,25,0
Columbia,43,2
Conway,34,3
Craighead,401,5
Crawford,98,0
Crittenden,600,10
Cross,82,1
Dallas,6,0
Desha,29,0
Drew,39,1
Faulkner,290,3
Franklin,13,0
Fulton,10,0
Garland,180,1
Grant,27,0
Greene,94,0
Hempstead,45,1
Hot Spring,138,0
Howard,68,0
Independence,46,0
Izard,20,1
Jackson,24,0
Jefferson,657,28
Johnson,158,0
Lafayette,13,1
Lawrence,94,9
Lee,576,1
Lincoln,1036,11
Little River,35,0
Logan,32,0
Lonoke,89,0
Madison,154,0
Marion,2,0
Miller,92,2
Mississippi,115,3
Monroe,7,0
Montgomery,2,0
Nevada,94,2
Newton,4,0
Ouachita,17,0
Perry,21,0
Phillips,87,2
Pike,7,0
Poinsett,53,3
Polk,67,0
Pope,333,2
Prairie,16,0
Pulaski,1531,52
Randolph,39,1
Saline,210,2
Scott,8,0
Searcy,7,0
Sebastian,250,2
Sevier,592,6
Sharp,51,4
St. Francis,792,3
Stone,13,0
Union,227,13
Van Buren,30,2
Washington,2531,18
White,76,1
Woodruff,6,0
Yell,435,3
Total,15499,227
