County,Cases,Deaths
Arkansas,305,4
Ashley,398,8
Baxter,179,1
Benton,5776,61
Boone,465,5
Bradley,320,6
Calhoun,27,0
Carroll,542,8
Chicot,975,11
Clark,271,4
Clay,227,5
Cleburne,285,7
Cleveland,155,9
Columbia,331,17
Conway,229,3
Craighead,2301,16
Crawford,1065,10
Crittenden,1797,36
Cross,357,5
Dallas,152,2
Desha,259,5
Drew,327,5
Faulkner,1910,10
Franklin,205,2
Fulton,95,1
Garland,1603,36
Grant,214,1
Greene,710,7
Hempstead,340,4
Hot Spring,1779,23
Howard,446,8
Independence,868,12
Izard,127,0
Jackson,233,1
Jefferson,2454,55
Johnson,798,4
Lafayette,80,2
Lawrence,290,11
Lee,1020,14
Lincoln,1775,13
Little River,318,18
Logan,380,1
Lonoke,826,7
Madison,313,2
Marion,57,0
Miller,695,10
Mississippi,1484,36
Monroe,102,0
Montgomery,120,4
Nevada,176,12
Newton,169,15
Ouachita,209,5
Perry,68,0
Phillips,428,10
Pike,211,1
Poinsett,554,7
Polk,245,4
Pope,1934,23
Prairie,126,1
Pulaski,7843,119
Randolph,333,18
Saline,1768,16
Scott,92,1
Searcy,124,0
Sebastian,3152,39
Sevier,1180,16
Sharp,164,6
St. Francis,1386,4
Stone,259,5
Union,780,25
Van Buren,155,2
Washington,8014,85
White,598,14
Woodruff,29,0
Yell,1199,26
Total,67181,964
