County,Cases,Deaths
Arkansas,28,0
Ashley,70,1
Baxter,20,0
Benton,2679,18
Boone,22,1
Bradley,51,2
Calhoun,0,0
Carroll,169,5
Chicot,129,3
Clark,56,0
Clay,54,3
Cleburne,85,4
Cleveland,25,0
Columbia,84,3
Conway,48,3
Craighead,447,6
Crawford,155,0
Crittenden,737,11
Cross,85,1
Dallas,10,0
Desha,45,0
Drew,64,1
Faulkner,453,3
Franklin,18,0
Fulton,12,0
Garland,240,1
Grant,40,0
Greene,114,0
Hempstead,50,1
Hot Spring,428,0
Howard,86,1
Independence,55,0
Izard,20,1
Jackson,27,0
Jefferson,693,28
Johnson,211,0
Lafayette,16,1
Lawrence,99,9
Lee,641,2
Lincoln,1038,11
Little River,38,0
Logan,45,0
Lonoke,134,1
Madison,190,0
Marion,4,0
Miller,114,2
Mississippi,161,3
Monroe,12,0
Montgomery,4,0
Nevada,101,2
Newton,5,0
Ouachita,20,0
Perry,29,0
Phillips,140,3
Pike,8,0
Poinsett,57,3
Polk,74,0
Pope,416,3
Prairie,20,0
Pulaski,1916,57
Randolph,47,1
Saline,261,2
Scott,11,0
Searcy,7,0
Sebastian,457,5
Sevier,693,7
Sharp,53,4
St. Francis,811,3
Stone,14,0
Union,247,13
Van Buren,34,2
Washington,3417,30
White,85,1
Woodruff,6,0
Yell,591,3
Total,19526,265
