County,Cases,Deaths
Kiowa,158,2
Adair,740,11
Alfalfa,115,0
Atoka,414,1
Beaver,82,1
Beckham,848,10
Blaine,194,1
Bryan,1415,11
Caddo,1097,25
Canadian,3607,21
Carter,779,10
Cherokee,1324,8
Choctaw,412,2
Cimarron,36,0
Cleveland,7843,87
Coal,86,0
Comanche,2201,17
Cotton,90,3
Craig,601,2
Creek,1495,38
Custer,1011,3
Delaware,1170,27
Dewey,83,1
Ellis,19,0
Garfield,2272,25
Garvin,597,6
Grady,1521,16
Grant,80,1
Greer,144,8
Harmon,63,0
Harper,57,1
Haskell,363,5
Hughes,374,4
Jackson,1069,11
Jefferson,74,0
Johnston,272,4
Kay,822,16
Kingfisher,508,2
Total,34036,380
