County,Cases,Deaths
Kiowa,92,2
Adair,663,10
Alfalfa,81,0
Atoka,344,1
Beaver,64,0
Beckham,659,7
Blaine,148,1
Bryan,1102,5
Caddo,899,21
Canadian,2594,17
Carter,614,9
Cherokee,1186,8
Choctaw,354,2
Cimarron,28,0
Cleveland,6587,78
Coal,75,0
Comanche,1808,13
Cotton,74,3
Craig,533,1
Creek,1280,35
Custer,819,0
Delaware,881,26
Dewey,73,1
Ellis,15,0
Garfield,1908,22
Garvin,425,5
Grady,1248,11
Grant,55,1
Greer,116,8
Harmon,53,0
Harper,32,1
Haskell,308,4
Hughes,307,4
Jackson,861,10
Jefferson,51,0
Johnston,225,4
Kay,708,15
Kingfisher,414,2
Total,27684,327
