County,Cases,Deaths
Kiowa,171,2
Adair,769,11
Alfalfa,115,0
Atoka,423,1
Beaver,88,1
Beckham,867,11
Blaine,201,1
Bryan,1467,11
Caddo,1119,26
Canadian,3754,22
Carter,793,10
Cherokee,1356,8
Choctaw,439,2
Cimarron,36,0
Cleveland,8037,89
Coal,91,0
Comanche,2272,17
Cotton,96,3
Craig,611,2
Creek,1536,37
Custer,1046,3
Delaware,1214,27
Dewey,89,1
Ellis,20,0
Garfield,2339,25
Garvin,613,6
Grady,1559,16
Grant,88,1
Greer,145,8
Harmon,64,0
Harper,65,1
Haskell,371,5
Hughes,379,4
Jackson,1093,13
Jefferson,76,0
Johnston,280,4
Kay,844,16
Kingfisher,532,3
Total,35058,387
