County,Cases,Deaths
Kiowa,178,3
Adair,815,11
Alfalfa,122,0
Atoka,452,1
Beaver,92,1
Beckham,912,11
Blaine,215,1
Bryan,1574,13
Caddo,1155,26
Canadian,4009,23
Carter,865,10
Cherokee,1395,8
Choctaw,457,2
Cimarron,39,0
Cleveland,8400,99
Coal,100,0
Comanche,2437,17
Cotton,102,3
Craig,629,2
Creek,1597,37
Custer,1104,6
Delaware,1260,28
Dewey,93,1
Ellis,24,0
Garfield,2455,28
Garvin,689,6
Grady,1631,16
Grant,105,1
Greer,152,8
Harmon,72,0
Harper,72,1
Haskell,384,5
Hughes,404,4
Jackson,1132,13
Jefferson,81,0
Johnston,299,4
Kay,897,16
Kingfisher,560,3
Total,36959,408
