County,Cases,Deaths
Kiowa,75,2
Adair,614,10
Alfalfa,64,0
Atoka,293,1
Beaver,54,0
Beckham,404,1
Blaine,126,1
Bryan,940,4
Caddo,758,21
Canadian,2210,17
Carter,549,8
Cherokee,1070,8
Choctaw,316,2
Cimarron,24,0
Cleveland,5967,70
Coal,70,0
Comanche,1578,13
Cotton,68,3
Craig,501,1
Creek,1138,33
Custer,666,0
Delaware,741,25
Dewey,66,1
Ellis,11,0
Garfield,1634,20
Garvin,367,5
Grady,1059,11
Grant,46,0
Greer,108,8
Harmon,43,0
Harper,29,1
Haskell,278,4
Hughes,296,4
Jackson,759,10
Jefferson,42,0
Johnston,165,4
Kay,585,13
Kingfisher,345,2
Total,24059,303
