County,Cases,Deaths
Kiowa,85,2
Adair,650,10
Alfalfa,74,0
Atoka,313,1
Beaver,62,0
Beckham,591,4
Blaine,140,1
Bryan,1032,5
Caddo,840,21
Canadian,2461,17
Carter,583,9
Cherokee,1148,8
Choctaw,340,2
Cimarron,27,0
Cleveland,6349,74
Coal,72,0
Comanche,1715,13
Cotton,69,3
Craig,516,1
Creek,1216,34
Custer,748,0
Delaware,824,26
Dewey,70,1
Ellis,13,0
Garfield,1798,21
Garvin,401,5
Grady,1172,11
Grant,53,1
Greer,109,8
Harmon,50,0
Harper,31,1
Haskell,298,4
Hughes,300,4
Jackson,822,10
Jefferson,46,0
Johnston,211,4
Kay,670,13
Kingfisher,385,2
Total,26284,316
