County,Cases,Deaths
Albany,0,0
Albany,14,0
Allegany,2,0
Bronx,1095,0
Broome,4,0
Cattaraugus,1,0
Cayuga,0,0
Chautauqua,0,0
Chemung,2,0
Chenango,7,0
Clinton,4,0
Columbia,1,0
Cortland,0,0
Delaware,4,0
Dutchess,63,0
Erie,26,0
Essex,2,0
Franklin,0,0
Fulton,1,0
Genesee,3,0
Greene,2,0
Hamilton,0,0
Herkimer,0,0
Jefferson,0,0
Kings,1198,0
Lewis,0,0
Livingston,1,0
Madison,10,0
Monroe,57,0
Montgomery,0,0
Nassau,1010,0
New York,497,0
Niagara,4,0
Oneida,10,0
Onondaga,23,0
Ontario,2,0
Orange,200,0
Orleans,0,0
Oswego,2,0
Otsego,1,0
Putnam,21,0
Queens,1211,0
Rensselaer,2,0
Richmond,299,0
Rockland,458,0
Saratoga,14,0
Schenectady,8,0
Schoharie,2,0
Schuyler,0,0
Seneca,0,0
St. Lawrence,4,0
Steuben,14,0
Suffolk,892,0
Sullivan,12,0
Tioga,0,0
Tompkins,2,0
Ulster,10,0
Warren,0,0
Washington,0,0
Wayne,5,0
Westchester,716,0
Wyoming,1,0
Yates,0,0
Total,7917,0
