County,Cases,Deaths
Albany,0,0
Albany,37,0
Allegany,1,0
Bronx,1166,0
Broome,17,0
Cattaraugus,2,0
Cayuga,2,0
Chautauqua,1,0
Chemung,4,0
Chenango,2,0
Clinton,1,0
Columbia,7,0
Cortland,0,0
Delaware,0,0
Dutchess,98,0
Erie,157,0
Essex,1,0
Franklin,1,0
Fulton,1,0
Genesee,9,0
Greene,3,0
Hamilton,1,0
Herkimer,3,0
Jefferson,2,0
Kings,1312,0
Lewis,0,0
Livingston,1,0
Madison,1,0
Monroe,47,0
Montgomery,10,0
Nassau,1592,0
New York,602,0
Niagara,12,0
Oneida,33,0
Onondaga,11,0
Ontario,4,0
Orange,225,0
Orleans,6,0
Oswego,3,0
Otsego,1,0
Putnam,35,0
Queens,1504,0
Rensselaer,4,0
Richmond,641,0
Rockland,252,0
Saratoga,10,0
Schenectady,18,0
Schoharie,0,0
Schuyler,0,0
Seneca,3,0
St. Lawrence,7,0
Steuben,7,0
Suffolk,1569,0
Sullivan,15,0
Tioga,5,0
Tompkins,6,0
Ulster,38,0
Warren,7,0
Washington,5,0
Wayne,0,0
Westchester,1117,0
Wyoming,2,0
Yates,0,0
Total,10621,0
