County,Cases,Deaths
Albany,0,0
Albany,12,0
Allegany,0,0
Bronx,1053,0
Broome,6,0
Cattaraugus,1,0
Cayuga,1,0
Chautauqua,1,0
Chemung,2,0
Chenango,4,0
Clinton,2,0
Columbia,2,0
Cortland,0,0
Delaware,1,0
Dutchess,139,0
Erie,110,0
Essex,0,0
Franklin,0,0
Fulton,0,0
Genesee,2,0
Greene,0,0
Hamilton,0,0
Herkimer,4,0
Jefferson,6,0
Kings,1054,0
Lewis,1,0
Livingston,1,0
Madison,5,0
Monroe,36,0
Montgomery,2,0
Nassau,1052,0
New York,598,0
Niagara,15,0
Oneida,7,0
Onondaga,6,0
Ontario,1,0
Orange,361,0
Orleans,1,0
Oswego,2,0
Otsego,3,0
Putnam,31,0
Queens,1322,0
Rensselaer,2,0
Richmond,218,0
Rockland,454,0
Saratoga,7,0
Schenectady,11,0
Schoharie,1,0
Schuyler,0,0
Seneca,3,0
St. Lawrence,3,0
Steuben,8,0
Suffolk,1035,0
Sullivan,41,0
Tioga,0,0
Tompkins,3,0
Ulster,42,0
Warren,5,0
Washington,2,0
Wayne,2,0
Westchester,642,0
Wyoming,4,0
Yates,0,0
Total,8327,0
