County,Cases,Deaths
Albany,0,0
Albany,19,0
Allegany,0,0
Bronx,455,0
Broome,2,0
Cattaraugus,0,0
Cayuga,0,0
Chautauqua,0,0
Chemung,1,0
Chenango,0,0
Clinton,2,0
Columbia,1,0
Cortland,0,0
Delaware,0,0
Dutchess,24,0
Erie,20,0
Essex,0,0
Franklin,0,0
Fulton,0,0
Genesee,0,0
Greene,0,0
Hamilton,0,0
Herkimer,0,0
Jefferson,0,0
Kings,700,0
Lewis,0,0
Livingston,0,0
Madison,1,0
Monroe,20,0
Montgomery,0,0
Nassau,427,0
New York,405,0
Niagara,1,0
Oneida,1,0
Onondaga,8,0
Ontario,1,0
Orange,109,0
Orleans,2,0
Oswego,1,0
Otsego,0,0
Putnam,22,0
Queens,839,0
Rensselaer,1,0
Richmond,200,0
Rockland,79,0
Saratoga,7,0
Schenectady,2,0
Schoharie,0,0
Schuyler,0,0
Seneca,0,0
St. Lawrence,0,0
Steuben,1,0
Suffolk,422,0
Sullivan,7,0
Tioga,0,0
Tompkins,1,0
Ulster,12,0
Warren,0,0
Washington,0,0
Wayne,0,0
Westchester,997,0
Wyoming,0,0
Yates,0,0
Total,4790,0
