County,Cases,Deaths
Albany,0,0
Albany,9,0
Allegany,4,0
Bronx,1278,0
Broome,2,0
Cattaraugus,2,0
Cayuga,0,0
Chautauqua,1,0
Chemung,6,0
Chenango,2,0
Clinton,2,0
Columbia,2,0
Cortland,0,0
Delaware,1,0
Dutchess,146,0
Erie,70,0
Essex,0,0
Franklin,0,0
Fulton,1,0
Genesee,14,0
Greene,1,0
Hamilton,0,0
Herkimer,2,0
Jefferson,1,0
Kings,1203,0
Lewis,0,0
Livingston,2,0
Madison,2,0
Monroe,55,0
Montgomery,0,0
Nassau,1938,0
New York,492,0
Niagara,8,0
Oneida,7,0
Onondaga,12,0
Ontario,6,0
Orange,266,0
Orleans,1,0
Oswego,2,0
Otsego,4,0
Putnam,37,0
Queens,1408,0
Rensselaer,8,0
Richmond,546,0
Rockland,423,0
Saratoga,7,0
Schenectady,4,0
Schoharie,0,0
Schuyler,0,0
Seneca,2,0
St. Lawrence,9,0
Steuben,7,0
Suffolk,1327,0
Sullivan,9,0
Tioga,4,0
Tompkins,2,0
Ulster,24,0
Warren,2,0
Washington,1,0
Wayne,4,0
Westchester,1083,0
Wyoming,4,0
Yates,0,0
Total,10453,0
