County,Cases,Deaths
Allegany  ,679,24
Anne Arundel  ,11921,261
Baltimore City  ,17664,485
Baltimore County  ,20510,643
Calvert  ,1184,27
Caroline  ,740,8
Carroll  ,2231,126
Cecil  ,1348,35
Charles  ,3168,100
Dorchester  ,782,10
Frederick  ,4748,131
Garrett  ,142,1
Harford  ,3583,77
Howard  ,5865,120
Kent  ,343,23
Montgomery  ,25562,830
Prince George's  ,32648,835
Queen Anne's  ,777,25
St. Mary's  ,1475,60
Somerset  ,421,6
Talbot  ,647,6
Washington  ,2281,44
Wicomico  ,2494,51
Worcester  ,1212,30
Data not available  ,1212,11
Total,143637,3969
