County,Cases,Deaths
Allegany  ,421,22
Anne Arundel  ,9119,229
Baltimore City  ,15254,455
Baltimore County  ,16724,588
Calvert  ,862,27
Caroline  ,609,3
Carroll  ,1852,120
Cecil  ,911,30
Charles  ,2570,93
Dorchester  ,527,9
Frederick  ,3742,121
Garrett  ,68,1
Harford  ,2811,71
Howard  ,4768,113
Kent  ,290,22
Montgomery  ,21167,794
Prince George's  ,27683,790
Queen Anne's  ,607,25
St. Mary's  ,1193,57
Somerset  ,219,4
Talbot  ,510,5
Washington  ,1493,35
Wicomico  ,1770,48
Worcester  ,940,25
Data not available  ,940,8
Total,117050,3695
