County,Cases,Deaths
Allegany  ,300,18
Anne Arundel  ,7450,217
Baltimore City  ,12893,415
Baltimore County  ,13374,544
Calvert  ,713,27
Caroline  ,453,3
Carroll  ,1567,115
Cecil  ,708,29
Charles  ,2067,89
Dorchester  ,378,5
Frederick  ,3093,114
Garrett  ,51,114
Harford  ,2012,66
Howard  ,3913,106
Kent  ,242,22
Montgomery  ,18558,764
Prince George's  ,24009,738
Queen Anne's  ,433,24
St. Mary's  ,1003,52
Somerset  ,141,3
Talbot  ,403,4
Washington  ,1029,31
Wicomico  ,1356,45
Worcester  ,697,19
Data not available  ,697,17
Total,97540,3581
