County,Cases,Deaths
Allegany  ,401,21
Anne Arundel  ,8625,228
Baltimore City  ,14692,445
Baltimore County  ,15959,585
Calvert  ,807,27
Caroline  ,535,3
Carroll  ,1744,120
Cecil  ,824,30
Charles  ,2439,93
Dorchester  ,473,7
Frederick  ,3562,119
Garrett  ,64,119
Harford  ,2586,68
Howard  ,4502,111
Kent  ,270,22
Montgomery  ,20399,783
Prince George's  ,26697,775
Queen Anne's  ,571,25
St. Mary's  ,1139,56
Somerset  ,203,4
Talbot  ,484,4
Washington  ,1369,34
Wicomico  ,1614,47
Worcester  ,872,25
Data not available  ,872,13
Total,111703,3764
