County,Cases,Deaths
Allegany  ,614,23
Anne Arundel  ,11568,255
Baltimore City  ,17181,482
Baltimore County  ,19980,638
Calvert  ,1153,27
Caroline  ,726,8
Carroll  ,2175,126
Cecil  ,1307,35
Charles  ,3078,99
Dorchester  ,742,10
Frederick  ,4610,129
Garrett  ,117,1
Harford  ,3492,76
Howard  ,5716,118
Kent  ,338,22
Montgomery  ,24877,823
Prince George's  ,31999,829
Queen Anne's  ,758,25
St. Mary's  ,1429,60
Somerset  ,404,6
Talbot  ,636,6
Washington  ,2182,42
Wicomico  ,2418,49
Worcester  ,1191,29
Data not available  ,1191,14
Total,139882,3932
