County,Cases,Deaths
Allegany  ,435,22
Anne Arundel  ,9452,231
Baltimore City  ,15129,460
Baltimore County  ,17221,591
Calvert  ,898,27
Caroline  ,620,3
Carroll  ,1888,120
Cecil  ,964,31
Charles  ,2646,94
Dorchester  ,554,10
Frederick  ,3834,122
Garrett  ,71,1
Harford  ,2883,72
Howard  ,4863,113
Kent  ,293,22
Montgomery  ,21574,796
Prince George's  ,28202,794
Queen Anne's  ,626,25
St. Mary's  ,1232,57
Somerset  ,238,4
Talbot  ,520,5
Washington  ,1556,36
Wicomico  ,1846,48
Worcester  ,974,25
Data not available  ,974,8
Total,119493,3717
