County,Cases,Deaths
Allegany  ,287,18
Anne Arundel  ,7295,213
Baltimore City  ,12375,413
Baltimore County  ,13060,539
Calvert  ,685,27
Caroline  ,445,3
Carroll  ,1537,115
Cecil  ,698,29
Charles  ,2000,89
Dorchester  ,371,5
Frederick  ,3055,114
Garrett  ,49,114
Harford  ,1934,66
Howard  ,3809,103
Kent  ,239,22
Montgomery  ,18260,763
Prince George's  ,23554,728
Queen Anne's  ,422,24
St. Mary's  ,965,52
Somerset  ,134,3
Talbot  ,394,4
Washington  ,1007,31
Wicomico  ,1324,45
Worcester  ,682,19
Data not available  ,682,15
Total,95263,3554
