County,Cases,Deaths
Alcona,20,1
Alger,3,0
Allegan,329,7
Alpena,111,12
Antrim,23,0
Arenac,34,2
Baraga,5,0
Barry,109,2
Bay,384,31
Benzie,12,0
Berrien,834,60
Branch,250,2
Calhoun,540,38
Cass,169,6
Charlevoix,27,2
Cheboygan,23,2
Chippewa,17,0
Clare,31,3
Clinton,239,12
Crawford,77,5
Delta,26,3
Detroit City,11898,1458
Dickinson,16,2
Eaton,287,7
Emmet,34,2
FCI,182,5
Genesee,2308,266
Gladwin,27,1
Gogebic,12,1
Grand Traverse,89,5
Gratiot,95,14
Hillsdale,192,25
Houghton,25,0
Huron,66,3
Ingham,1122,30
Ionia,184,5
Iosco,104,10
Iron,7,1
Isabella,134,8
Jackson,523,31
Kalamazoo,1135,69
Kalkaska,29,2
Kent,5299,141
Keweenaw,1,0
Lake,11,0
Lapeer,266,30
Leelanau,38,0
Lenawee,239,11
Livingston,488,27
Luce,3,0
MDOC,4109,68
Mackinac,9,0
Macomb,7536,891
Manistee,25,0
Marquette,85,11
Mason,67,0
Mecosta,34,2
Menominee,40,0
Midland,138,9
Missaukee,25,1
Monroe,567,20
Montcalm,117,1
Montmorency,7,0
Muskegon,894,54
Newaygo,187,0
Oakland,9479,1066
Oceana,381,5
Ogemaw,33,2
Ontonagon,1,0
Osceola,40,0
Oscoda,17,1
Otsego,107,10
Ottawa,1194,47
Out-of-State,58,0
Presque Isle,13,0
Roscommon,27,0
Saginaw,1325,121
Sanilac,53,5
Schoolcraft,7,0
Shiawassee,259,27
St Clair,517,52
St Joseph,341,5
Tuscola,237,27
Unknown,49,0
Van Buren,242,8
Washtenaw,1674,108
Wayne,10934,1180
Wexford,43,4
Total,68948,6067
