County,Cases,Deaths
Alcona,23,1
Alger,3,0
Allegan,397,8
Alpena,111,13
Antrim,29,0
Arenac,35,2
Baraga,5,0
Barry,132,2
Bay,442,31
Benzie,20,1
Berrien,986,61
Branch,274,2
Calhoun,593,38
Cass,218,8
Charlevoix,38,2
Cheboygan,26,2
Chippewa,21,0
Clare,40,3
Clinton,278,12
Crawford,84,5
Delta,41,3
Detroit City,12296,1469
Dickinson,34,2
Eaton,313,7
Emmet,45,2
FCI,185,5
Genesee,2524,268
Gladwin,30,2
Gogebic,41,1
Grand Traverse,127,5
Gratiot,107,15
Hillsdale,206,25
Houghton,33,0
Huron,94,3
Ingham,1265,29
Ionia,207,5
Iosco,106,10
Iron,10,1
Isabella,163,8
Jackson,577,31
Kalamazoo,1264,73
Kalkaska,34,4
Kent,5911,147
Keweenaw,2,0
Lake,13,0
Lapeer,284,31
Leelanau,53,0
Lenawee,296,11
Livingston,554,27
Luce,3,0
MDOC,4117,68
Mackinac,12,0
Macomb,8263,899
Manistee,30,0
Marquette,99,11
Mason,82,0
Mecosta,43,2
Menominee,57,0
Midland,182,9
Missaukee,26,1
Monroe,649,20
Montcalm,144,1
Montmorency,7,0
Muskegon,1015,55
Newaygo,224,0
Oakland,10385,1080
Oceana,427,5
Ogemaw,35,2
Ontonagon,1,0
Osceola,58,0
Oscoda,17,1
Otsego,110,10
Ottawa,1430,48
Out-of-State,40,0
Presque Isle,13,0
Roscommon,39,0
Saginaw,1535,122
Sanilac,71,5
Schoolcraft,8,0
Shiawassee,271,27
St Clair,567,52
St Joseph,400,6
Tuscola,242,27
Unknown,2,0
Van Buren,291,8
Washtenaw,1890,110
Wayne,11847,1193
Wexford,46,4
Total,75248,6141
