County,Cases,Deaths
Alcona,17,1
Alcona,4,0
Allegan,226,6
Allegan,37,0
Alpena,96,9
Alpena,7,0
Antrim,12,0
Antrim,1,0
Arenac,34,1
Arenac,4,0
Baraga,1,0
Barry,69,2
Barry,17,0
Bay,338,26
Bay,39,1
Benzie,5,0
Berrien,652,53
Berrien,141,0
Branch,134,2
Branch,13,0
Calhoun,410,25
Calhoun,51,1
Cass,91,3
Cass,13,0
Charlevoix,15,1
Charlevoix,3,0
Cheboygan,21,1
Cheboygan,5,0
Chippewa,2,0
Chippewa,1,0
Clare,21,2
Clare,1,0
Clinton,142,11
Clinton,40,0
Crawford,59,5
Crawford,4,0
Delta,17,2
Delta,3,0
Detroit City,11180,1398
Detroit City,217,83
Dickinson,6,2
Eaton,193,7
Eaton,51,0
Emmet,21,2
Emmet,5,0
FCI,154,5
Genesee,2058,255
Genesee,467,25
Gladwin,18,1
Gogebic,5,1
Grand Traverse,30,5
Grand Traverse,1,0
Gratiot,79,11
Gratiot,9,0
Hillsdale,172,24
Hillsdale,8,0
Houghton,7,0
Houghton,1,0
Huron,49,1
Huron,8,0
Ingham,766,27
Ingham,35,0
Ionia,157,4
Ionia,18,0
Iosco,95,9
Iosco,15,1
Iron,2,0
Isabella,78,7
Isabella,15,0
Jackson,459,28
Jackson,23,1
Kalamazoo,872,60
Kalamazoo,54,1
Kalkaska,19,2
Kalkaska,11,0
Kent,3922,99
Kent,242,1
Lake,6,0
Lake,1,0
Lapeer,193,30
Lapeer,28,1
Leelanau,11,0
Lenawee,158,5
Lenawee,33,0
Livingston,409,27
Livingston,100,1
Luce,3,0
MDOC,3999,70
MDOC,105,0
Mackinac,8,0
Macomb,6844,833
Macomb,96,37
Manistee,11,0
Manistee,1,1
Marquette,57,11
Mason,32,0
Mason,6,0
Mecosta,21,2
Mecosta,3,0
Menominee,8,0
Midland,83,9
Midland,37,0
Missaukee,16,1
Missaukee,6,0
Monroe,494,20
Monroe,62,1
Montcalm,70,1
Montcalm,6,0
Montmorency,5,0
Muskegon,686,39
Muskegon,6,0
Newaygo,115,0
Newaygo,6,0
Oakland,8474,1014
Oakland,2506,41
Oceana,93,2
Oceana,8,0
Ogemaw,23,1
Ogemaw,8,0
Osceola,12,0
Osceola,4,0
Oscoda,5,1
Oscoda,3,0
Otsego,102,10
Otsego,18,0
Ottawa,820,42
Ottawa,69,5
Out-of-State,27,0
Presque Isle,11,0
Roscommon,21,0
Roscommon,3,0
Saginaw,1095,110
Saginaw,29,3
Sanilac,42,5
Sanilac,1,1
Schoolcraft,4,0
Shiawassee,239,26
Shiawassee,22,1
St Clair,452,43
St Clair,61,1
St Joseph,145,3
St Joseph,4,0
Tuscola,197,25
Tuscola,4,0
Unknown,5,0
Van Buren,154,6
Van Buren,21,1
Washtenaw,1350,100
Washtenaw,178,0
Wayne,9533,1115
Wayne,233,31
Wexford,12,3
Wexford,2,0
