County,Cases,Deaths
Alcona,17,1
Alger,1,0
Allegan,237,6
Alpena,103,10
Antrim,13,0
Arenac,34,1
Baraga,1,0
Barry,70,2
Bay,345,27
Benzie,5,0
Berrien,668,57
Branch,146,2
Calhoun,427,25
Cass,99,4
Charlevoix,16,1
Cheboygan,21,1
Chippewa,2,0
Clare,23,2
Clinton,145,11
Crawford,59,5
Delta,17,2
Detroit City,11264,1416
Dickinson,6,2
Eaton,195,7
Emmet,21,2
FCI,161,5
Genesee,2077,258
Gladwin,20,1
Gogebic,5,1
Grand Traverse,34,5
Gratiot,80,11
Hillsdale,170,25
Houghton,8,0
Huron,52,1
Ingham,793,29
Ionia,158,4
Iosco,95,9
Iron,2,0
Isabella,79,7
Jackson,466,29
Kalamazoo,885,62
Kalkaska,19,2
Kent,4029,111
Keweenaw,1,0
Lake,6,0
Lapeer,193,30
Leelanau,12,0
Lenawee,159,6
Livingston,414,27
Luce,3,0
MDOC,4040,70
Mackinac,8,0
Macomb,6847,842
Manistee,11,0
Marquette,59,11
Mason,32,0
Mecosta,21,2
Menominee,9,0
Midland,101,9
Missaukee,17,1
Monroe,496,20
Montcalm,74,1
Montmorency,5,0
Muskegon,717,40
Newaygo,120,0
Oakland,8518,1020
Oceana,95,3
Ogemaw,23,2
Osceola,13,0
Oscoda,5,1
Otsego,102,10
Ottawa,840,44
Out-of-State,30,0
Presque Isle,12,0
Roscommon,21,0
Saginaw,1117,114
Sanilac,41,5
Schoolcraft,4,0
Shiawassee,240,26
St Clair,453,44
St Joseph,159,3
Tuscola,204,25
Unknown,4,0
Van Buren,174,7
Washtenaw,1366,101
Wayne,9650,1127
Wexford,12,3
Total,59496,5738
