County,Cases,Deaths
Alcona,18,1
Alger,2,0
Allegan,263,6
Alpena,106,11
Antrim,17,0
Arenac,34,2
Baraga,4,0
Barry,76,2
Bay,347,29
Benzie,5,0
Berrien,701,60
Branch,240,2
Calhoun,463,31
Cass,120,4
Charlevoix,22,2
Cheboygan,22,2
Chippewa,2,0
Clare,26,3
Clinton,170,12
Crawford,63,5
Delta,18,3
Detroit City,11500,1437
Dickinson,6,2
Eaton,232,7
Emmet,22,2
FCI,177,5
Genesee,2158,260
Gladwin,26,1
Gogebic,6,1
Grand Traverse,38,5
Gratiot,82,13
Hillsdale,179,25
Houghton,11,0
Huron,56,3
Ingham,913,29
Ionia,171,4
Iosco,96,9
Iron,5,0
Isabella,100,8
Jackson,471,29
Kalamazoo,977,66
Kalkaska,20,2
Kent,4389,127
Keweenaw,1,0
Lake,6,0
Lapeer,236,30
Leelanau,19,0
Lenawee,172,6
Livingston,438,27
Luce,3,0
MDOC,4098,68
Mackinac,8,0
Macomb,7074,864
Manistee,15,0
Marquette,64,11
Mason,37,0
Mecosta,26,2
Menominee,13,0
Midland,119,9
Missaukee,19,1
Monroe,518,20
Montcalm,79,1
Montmorency,5,0
Muskegon,793,49
Newaygo,158,0
Oakland,8754,1042
Oceana,223,3
Ogemaw,23,2
Osceola,20,0
Oscoda,12,1
Otsego,104,10
Ottawa,927,46
Out-of-State,81,0
Presque Isle,12,0
Roscommon,22,0
Saginaw,1204,120
Sanilac,42,5
Schoolcraft,4,0
Shiawassee,245,26
St Clair,479,48
St Joseph,248,3
Tuscola,228,26
Unknown,12,0
Van Buren,198,6
Washtenaw,1441,104
Wayne,10144,1145
Wexford,17,3
Total,62695,5888
