County,Cases,Deaths
Appling,1163,37
Atkinson,483,6
Bacon,637,16
Baker,91,6
Baldwin,2315,64
Banks,555,8
Barrow,2616,51
Bartow,3637,94
Ben Hill,871,33
Berrien,493,13
Bibb,6618,197
Bleckley,514,27
Brantley,462,13
Brooks,554,27
Bryan,1318,16
Bulloch,3093,33
Burke,893,12
Butts,743,44
Calhoun,270,9
Camden,1423,18
Candler,546,25
Carroll,3341,76
Catoosa,1444,22
Charlton,647,10
Chatham,9446,187
Chattahoochee,1747,1
Chattooga,944,29
Cherokee,7161,102
Clarke,5748,48
Clay,124,3
Clayton,8253,175
Clinch,450,12
Cobb,21977,457
Coffee,2260,60
Colquitt,2132,40
Columbia,4386,64
Cook,584,16
Coweta,2971,63
Crawford,196,6
Crisp,647,23
Dade,356,6
Dawson,915,11
DeKalb,21231,398
Decatur,1297,34
Dodge,612,19
Dooly,374,18
Dougherty,3300,191
Douglas,4114,72
Early,550,35
Echols,246,2
Effingham,1827,28
Elbert,754,9
Emanuel,1204,39
Evans,487,7
Fannin,832,29
Fayette,2129,57
Floyd,3975,60
Forsyth,4772,53
Franklin,935,18
Fulton,31220,620
Gilmer,1043,23
Glascock,49,2
Glynn,3734,104
Gordon,2387,45
Grady,860,25
Greene,573,25
Gwinnett,30596,445
Habersham,1884,78
Hall,10694,178
Hancock,413,44
Haralson,650,10
Harris,851,25
Hart,576,16
Heard,229,6
Henry,6223,113
Houston,3615,94
Irwin,356,8
Jackson,2392,41
Jasper,247,4
Jeff Davis,798,23
Jefferson,856,33
Jenkins,469,32
Johnson,440,22
Jones,646,16
Lamar,423,20
Lanier,318,7
Laurens,2010,87
Lee,748,29
Liberty,1275,25
Lincoln,235,7
Long,276,4
Lowndes,4475,85
Lumpkin,1048,15
Macon,249,10
Madison,789,11
Marion,200,9
McDuffie,685,15
McIntosh,308,8
Meriwether,596,16
Miller,313,2
Mitchell,847,45
Monroe,762,53
Montgomery,373,10
Morgan,531,6
Murray,1051,9
Muscogee,6378,174
Newton,2868,95
Non-GA Resident/Unknown State,14733,184
Oconee,869,30
Oglethorpe,420,13
Paulding,3176,61
Peach,776,26
Pickens,785,10
Pierce,680,24
Pike,389,11
Polk,1711,29
Pulaski,339,23
Putnam,800,27
Quitman,40,1
Rabun,429,11
Randolph,339,29
Richmond,7964,183
Rockdale,2136,40
Schley,109,2
Screven,450,11
Seminole,393,11
Spalding,1599,62
Stephens,1280,41
Stewart,567,16
Sumter,959,68
Talbot,174,8
Taliaferro,28,0
Tattnall,933,15
Taylor,232,12
Telfair,507,24
Terrell,341,32
Thomas,1605,69
Tift,1964,64
Toombs,1499,56
Towns,441,13
Treutlen,311,12
Troup,3068,108
Turner,335,24
Twiggs,217,10
Union,890,26
Unknown,1888,6
Upson,839,70
Walker,1894,44
Walton,2354,68
Ware,1737,63
Warren,165,5
Washington,776,13
Wayne,1242,33
Webster,44,2
Wheeler,369,16
White,1005,23
Whitfield,5469,64
Wilcox,257,25
Wilkes,300,6
Wilkinson,369,17
Worth,607,32
