County,Cases,Deaths
Appling,1156,36
Atkinson,477,5
Bacon,631,16
Baker,90,6
Baldwin,2285,63
Banks,549,8
Barrow,2548,50
Bartow,3511,94
Ben Hill,867,34
Berrien,485,12
Bibb,6550,194
Bleckley,510,24
Brantley,421,13
Brooks,551,27
Bryan,1282,14
Bulloch,3054,33
Burke,877,12
Butts,734,44
Calhoun,265,9
Camden,1398,18
Candler,530,24
Carroll,3297,75
Catoosa,1377,21
Charlton,644,10
Chatham,9280,186
Chattahoochee,1735,1
Chattooga,910,29
Cherokee,6950,100
Clarke,5656,47
Clay,124,3
Clayton,8037,175
Clinch,437,12
Cobb,21563,452
Coffee,2230,60
Colquitt,2101,39
Columbia,4283,64
Cook,581,16
Coweta,2915,63
Crawford,193,6
Crisp,637,23
Dade,339,5
Dawson,903,11
DeKalb,20769,397
Decatur,1278,34
Dodge,583,15
Dooly,368,17
Dougherty,3289,191
Douglas,4039,72
Early,545,35
Echols,244,2
Effingham,1759,27
Elbert,761,9
Emanuel,1187,36
Evans,478,7
Fannin,805,28
Fayette,2101,56
Floyd,3837,58
Forsyth,4647,52
Franklin,887,17
Fulton,30540,614
Gilmer,1008,23
Glascock,48,2
Glynn,3681,104
Gordon,2291,43
Grady,849,25
Greene,566,25
Gwinnett,30109,438
Habersham,1861,75
Hall,10529,173
Hancock,414,44
Haralson,625,10
Harris,847,25
Hart,566,16
Heard,222,6
Henry,6050,112
Houston,3544,92
Irwin,352,6
Jackson,2323,40
Jasper,243,4
Jeff Davis,783,23
Jefferson,849,32
Jenkins,463,32
Johnson,440,22
Jones,638,15
Lamar,403,19
Lanier,316,7
Laurens,1944,86
Lee,744,27
Liberty,1228,25
Lincoln,231,7
Long,274,4
Lowndes,4399,85
Lumpkin,1035,15
Macon,248,10
Madison,771,11
Marion,196,9
McDuffie,673,15
McIntosh,303,7
Meriwether,585,16
Miller,306,2
Mitchell,848,45
Monroe,749,53
Montgomery,368,9
Morgan,521,6
Murray,1005,9
Muscogee,6313,173
Newton,2829,95
Non-GA Resident/Unknown State,14280,182
Oconee,851,29
Oglethorpe,404,11
Paulding,3091,60
Peach,758,25
Pickens,735,10
Pierce,661,24
Pike,381,12
Polk,1688,27
Pulaski,332,23
Putnam,784,27
Quitman,38,1
Rabun,420,11
Randolph,338,29
Richmond,7845,175
Rockdale,2073,40
Schley,109,2
Screven,447,11
Seminole,390,11
Spalding,1549,62
Stephens,1262,41
Stewart,534,16
Sumter,959,69
Talbot,173,7
Taliaferro,25,0
Tattnall,915,13
Taylor,226,12
Telfair,444,24
Terrell,340,32
Thomas,1586,69
Tift,1931,63
Toombs,1468,57
Towns,422,12
Treutlen,301,11
Troup,3008,106
Turner,332,24
Twiggs,215,9
Union,875,25
Unknown,1947,5
Upson,830,69
Walker,1826,43
Walton,2271,67
Ware,1722,62
Warren,163,5
Washington,749,13
Wayne,1215,32
Webster,43,2
Wheeler,363,16
White,994,23
Whitfield,5268,64
Wilcox,251,25
Wilkes,289,6
Wilkinson,364,17
Worth,604,32
