County,Cases,Deaths
Albany,0,0
Albany,2614,0
Allegany,80,0
Bronx,50278,0
Broome,1143,0
Cattaraugus,168,0
Cayuga,157,0
Chautauqua,258,0
Chemung,176,0
Chenango,218,0
Clinton,129,0
Columbia,546,0
Cortland,95,0
Delaware,106,0
Dutchess,4619,0
Erie,8987,0
Essex,56,0
Franklin,54,0
Fulton,297,0
Genesee,279,0
Greene,294,0
Hamilton,8,0
Herkimer,277,0
Jefferson,142,0
Kings,63308,0
Lewis,45,0
Livingston,176,0
Madison,413,0
Monroe,5002,0
Montgomery,177,0
Nassau,43724,0
New York,31071,0
Niagara,1512,0
Oneida,2175,0
Onondaga,3602,0
Ontario,362,0
Orange,11180,0
Orleans,298,0
Oswego,255,0
Otsego,118,0
Putnam,1449,0
Queens,68733,0
Rensselaer,770,0
Richmond,14953,0
Rockland,13954,0
Saratoga,767,0
Schenectady,1075,0
Schoharie,69,0
Schuyler,22,0
Seneca,91,0
St. Lawrence,263,0
Steuben,300,0
Suffolk,43893,0
Sullivan,1490,0
Tioga,194,0
Tompkins,234,0
Ulster,2076,0
Warren,312,0
Washington,260,0
Wayne,252,0
Westchester,36272,0
Wyoming,118,0
Yates,57,0
Total,422003,0
