County,Cases,Deaths
Albany,0,0
Albany,619,0
Allegany,29,0
Bronx,27035,0
Broome,178,0
Cattaraugus,34,0
Cayuga,36,0
Chautauqua,25,0
Chemung,71,0
Chenango,76,0
Clinton,47,0
Columbia,101,0
Cortland,25,0
Delaware,48,0
Dutchess,2142,0
Erie,1929,0
Essex,15,0
Franklin,13,0
Fulton,27,0
Genesee,83,0
Greene,77,0
Hamilton,3,0
Herkimer,46,0
Jefferson,50,0
Kings,34705,0
Lewis,8,0
Livingston,34,0
Madison,105,0
Monroe,975,0
Montgomery,33,0
Nassau,28539,0
New York,17490,0
Niagara,227,0
Oneida,261,0
Onondaga,483,0
Ontario,67,0
Orange,6084,0
Orleans,34,0
Oswego,45,0
Otsego,44,0
Putnam,578,0
Queens,39091,0
Rensselaer,150,0
Richmond,9031,0
Rockland,8987,0
Saratoga,236,0
Schenectady,250,0
Schoharie,20,0
Schuyler,6,0
Seneca,18,0
St. Lawrence,96,0
Steuben,154,0
Suffolk,25035,0
Sullivan,505,0
Tioga,30,0
Tompkins,117,0
Ulster,788,0
Warren,91,0
Washington,48,0
Wayne,49,0
Westchester,22476,0
Wyoming,35,0
Yates,8,0
Total,229642,0
