County,Cases,Deaths
Albany,0,0
Albany,704,0
Allegany,30,0
Bronx,29989,0
Broome,205,0
Cattaraugus,35,0
Cayuga,36,0
Chautauqua,25,0
Chemung,75,0
Chenango,79,0
Clinton,51,0
Columbia,113,0
Cortland,25,0
Delaware,49,0
Dutchess,2331,0
Erie,2147,0
Essex,21,0
Franklin,13,0
Fulton,27,0
Genesee,121,0
Greene,87,0
Hamilton,3,0
Herkimer,50,0
Jefferson,54,0
Kings,37694,0
Lewis,9,0
Livingston,39,0
Madison,106,0
Monroe,1070,0
Montgomery,37,0
Nassau,31079,0
New York,18699,0
Niagara,260,0
Oneida,284,0
Onondaga,514,0
Ontario,72,0
Orange,6561,0
Orleans,53,0
Oswego,49,0
Otsego,49,0
Putnam,605,0
Queens,42822,0
Rensselaer,183,0
Richmond,10121,0
Rockland,9568,0
Saratoga,257,0
Schenectady,273,0
Schoharie,20,0
Schuyler,7,0
Seneca,18,0
St. Lawrence,120,0
Steuben,170,0
Suffolk,28154,0
Sullivan,555,0
Tioga,37,0
Tompkins,119,0
Ulster,893,0
Warren,102,0
Washington,68,0
Wayne,51,0
Westchester,24656,0
Wyoming,36,0
Yates,10,0
Total,251690,0
