County,Cases,Deaths
Albany,0,0
Albany,195,0
Allegany,2,0
Bronx,5403,0
Broome,23,0
Cattaraugus,1,0
Cayuga,2,0
Chautauqua,5,0
Chemung,12,0
Chenango,8,0
Clinton,12,0
Columbia,22,0
Cortland,5,0
Delaware,8,0
Dutchess,262,0
Erie,318,0
Essex,4,0
Franklin,4,0
Fulton,1,0
Genesee,7,0
Greene,7,0
Hamilton,2,0
Herkimer,9,0
Jefferson,6,0
Kings,8045,0
Lewis,0,0
Livingston,5,0
Madison,19,0
Monroe,192,0
Montgomery,5,0
Nassau,5537,0
New York,5216,0
Niagara,33,0
Oneida,23,0
Onondaga,129,0
Ontario,16,0
Orange,1101,0
Orleans,3,0
Oswego,7,0
Otsego,7,0
Putnam,131,0
Queens,9275,0
Rensselaer,38,0
Richmond,1827,0
Rockland,1896,0
Saratoga,96,0
Schenectady,72,0
Schoharie,5,0
Schuyler,1,0
Seneca,0,0
St. Lawrence,8,0
Steuben,13,0
Suffolk,4138,0
Sullivan,72,0
Tioga,4,0
Tompkins,45,0
Ulster,128,0
Warren,13,0
Washington,6,0
Wayne,12,0
Westchester,7875,0
Wyoming,7,0
Yates,0,0
Total,52318,0
