County,Cases,Deaths
Barnstable,1535,145
Berkshire,594,44
Bristol,8208,575
Dukes,49,0
Dukes and Nantucket,0,1
Essex,16069,1106
Franklin,366,54
Hampden,6765,664
Hampshire,959,110
Middlesex,23946,1862
Nantucket,15,0
Norfolk,9161,930
Plymouth,8676,666
Suffolk,19795,1007
Unknown,288,7
Worcester,12342,924
Total,108768,8095
